ID,empresa,modelo_negocio,app_movil,periodo,marca,modelo,tipo_vehiculo,segmento,transmision,combustible,puertas,uso_principal,precio_hora_ars,precio_dia_ars,km_incluidos,costo_vehiculo_usd,horas_uso_dia,usuarios_registrados,cobertura_geo,observaciones,fecha_carga,codigo_postal,telefono,email
121,Europcar,carsharing_p2p,KINTO Share,2023,BMW,Cronos,camion,mediano ,MANUAL,hibrido,5,,25733.94225177762,133790449.0703319,50,22000,24.0,80000,"Cordoba, Argentina",PENDIENTE,2025-07-28,CABA,123,
122,Budget,carsharing_flota_propia,app,2023,RENAULT,Etios,sedan, compacto,AUTOMATICO,,,taxi,32152.786226658474,140070.5778100109,150,35000,4.0,45000,n/a,Alianza Uber,2026-01-26,1000,12345678,keko@keko
6107,KINTO,carsharing_p2p,,2027,Fiat,Gol,,,,,7,,100000,20000,,,30,,,INCONSISTENTE,,1000,0800-KEKO,contacto@keko.com
124,Keko,renta_tradicional,Avis App,2023,nissan,Argo,GRANDE,grande,mecánico,gas,-1,uber_trabajo,"132.041,40",596133.2247891651,200,25000,10.0,45mil,ROSARIO, ,13/08/2025,,,
125,Keko,renta_tradicional,Rentennials App,2025,vw,UP,auto,premium,mecánico,hibrido,3,Uber,17157.230538015672,68868.23497386138,ilimitado,35000,1.0,15000,BuenosAires,N/A,2025-10-29,C1425,+54 11 1234-5678,usuario@gmail.com
126,eUROPCAR,renta_tradicional,Keko App,2025,iNssan,Fox,moto,compacto,AUTOMATICO,NAFTA,99,personal,,,unlimited,,4.0,45mil,Rosario,verificar,2025-11-01,,+54 11 1234-5678,keko@keko
127,KINTO,agregador_tradicional,MyKeego App,2025,chev,C ronos,pickup,COMPACTO,cvt,DIESEL,0,Uber,105071.7248075302,448599.98299838306,50 km,18000,10.0,80000,n/a,CERRÓ,2025-11-18 11:08:31.744880,1425,123,keko@keko
128,Sixt,renta_tradicional,Hertz 24/7,2025,Volkswagen,do mil ocho,utilitario,grande,MANUAL,hibrido,5,carga,24661.046980941373,100197.38507720466,cien,30000,,15000,,Alianza Uber,29/07/2025,C1000,sin telefono,usuario@gmail.com
129,Budget,agregador_tradicional,app,2025,nsisan,Bronco,grande,economico,,,4,personal,103597.10737187712,557722.1857358512,9999,30000,100.0,140000,Mar del Plata,Expansión 2025,10/09/2025,C1000,12345678,info@
6045,MyKeego,carsharing_flota_propia,Rentennials App,2025,FIAT,208,PickUp,compacto,AUTOMATICO,DIESEL,4,taxi,114836.5690050355,484201.1313877497,cien,50000,24.0,"80,000","n/a, Argentina",Activo,15/02/2025,C1000,123,usuario@gmail.com
131,Invernalia,renta_tradicional,Alamo Web,2024,Volkswagen,UP,PickUp,premium,dsg,DIESEL,tres,Uber,114021.6379858364,619115.7078732838,100,12000,2.0,125000,B.Aires,Activo,22/10/2025,1425,+54 11 1234-5678,
132,Rentcars,agregador_tradicional,Keko App,2024,peugeot,onixs,furgon,economico,automatica,n/a,99,alquiler_tradicional,,,100,25000,6.0,N/D,Mar del Plata, ,2025-03-18 11:08:31.753745,CABA,+54 11 1234-5678,
133,FastGo,carsharing_p2p,Keko App,2024,Hyundai,208,camioneta,COMPACTO,automatica,gas,tres, ,,,unlimited,18000,8.0,140000,BS AS,ACTIVO,2025-02-22,XXXX,sin telefono,
134,MyKeego,carsharing_p2p,,2020,Fiat,Cronos,,,,,7,,50000,20000,,,25,,,INCONSISTENTE,,1425,0800-KEKO,keko.com
135,Europcar,carsharing_p2p,KINTO Share,2025,Peugeot,Palio,compacto,premium,,diesel,6,URBANO,20758.135246098045,93739.02086189257,ILIMITADO,22000,1.0,N/D, ,Expansión 2025,08/07/2025,BS AS,11-1234-5678,contacto@keko.com
136,KINTO,agregador_tradicional,app,2025,ford,yaris,pickup,mediano,mecánico,NAFTA,3,,27976.302706283364,117464.36093163396,ILIMITADO,15000,2.0,"80,000",Rosario,activo,26/01/2026,C1425,12345678,contacto@keko.com
137,MyKeego,renta_tradicional,app,2025,fiat,cronnos,hatchback, compacto,manual,gas,-1, ,9995.432685459595,51699.1043389863,-50,20000,12.0,"80,000",Córdoba,activo,2025-06-18,1425,12345678,contacto@keko.com
138,Despegar,alquiler_trabajo, ,2025,BMW,Siena,hatchback,grande,MANUAL,gnc,6,,-64083.44520035652,283010.09441591887,-50,22000,10.0,45000,Mendoza,Cerró enero 2025,2025-05-17 11:08:31.761611,1000,0800-KEKO,info@
139,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,1425,sin telefono,keko.com
140,New Way,agregador tradicional,TripWip App,2023,Citroen,trackers,Furgon,compacto,automatica,gnc,99,Uber,-136921.24699328427,719690.4832360807,0,25000000,48.0,,ROSARIO,N/A,2025-08-06 11:08:31.752904,C1425,sin telefono,contacto@keko.com
141,Europcar,carsharing_flota_propia,Kayak App,2024-01-01,uAdi,trackes,SUV,mediano,automatica,NAFTA,tres,alquiler_tradicional,$21781,121876.84640257855,,,48.0,125.000,Barilochee,CERRÓ,05/02/2025,,11-1234-5678,info@
142,eHrtz,alquiler_trabajo,web site,2023,toyota,oCrolla,mediano, compacto,,electrico,2,mixto,23469.805762848056,101092.54359216864,cien,,,45mil,Mendosa,cerró en enero 2025,03-20-2025,0000,0800-KEKO,usuario@gmail.com
11096,KINTO,carsharing_p2p,,2026,Toyota,Cronos,,,,,1,,50000,20000,,,25,,,INCONSISTENTE,,XXXX,,usuario@gmail.com
144,Hertz,carsharing_flota_propia,,2023,Mercedes,Suburban,camioneta,COMPACTO, ,NAFTA,5,urbano,12616.380655559877,52545.16923847591,200,15000,6.0,45000,B.Aires,ACTIVO,2025-02-21,BS AS,0800-KEKO,contacto@keko.com
145,FastGo,alquiler_trabajo,kinto share,2024,TOYOTA,Corolla,compacto,premium,Mecanica,electrico,4,turismo,66564.36151936038,394034.42250686884,100,15000000,10.0,140000, ,Expansión 2025,02-14-2025,0000,123,N/A
146,Alamo,carsharing_p2p,Rentennials App,2023,Honda,Gol,PickUp,mediano ,automatica,gas,5,n/a,,,0,,,140000,n/a,dato no confirmado,2025-09-20,0000,,contacto@keko.com
147,Budget,alquiler_trabajo, ,2025,Peugeot,2008,furgon,grande,AUTOMATICO,hibrido,-1,mixto,28844.65851671478,129865.64759135102,50,18000,-2.0,14K,n/a,CERRÓ,01/02/2026,1425,12345678,
7525,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,C1425,sin telefono,contacto@keko.com
149,DeRentas,renta_tradicional,app,2024,RENA ULT,Suburban,utilitario,mediano,MANUAL,gnc,4,taxi,-17938.296083003654,84829.96667104361,200,30000,0.5,N/D,B.Aires,cerró en enero 2025,2025-06-22 11:08:31.744067,CABA,,
150,Rentennials,renta_tradicional,Alamo Web,24,Renault,i10,hatchback,mediano ,Mecanica,hibrido,99, ,82925.95445156189,458933.2301567018,150,,10.0,5000,Cordoba,Alianza Uber,2025-09-27 11:08:31.753246,BS AS,+54 11 1234-5678,contacto@keko.com
151,Budget,agregador_tradicional,Alamo Web,2023,Kia,Onix,SUV,mediano ,mecánico,gas,2, ,21364.59295348253,108931.19121825405,100,30000,48.0,N/D,Mar del Plata,,04/08/2025,,sin telefono,
152,KINTO,ALQUILER_TRABAJO,Rentcars App,2023,vw,i10,compacto, compacto,AUTOMATICO,híbrido,5,personal,,,unlimited,25000,3.0,125000,Córdoba,N/A,2025-03-03 11:08:31.740329,1000,11-1234-5678,keko.com
153,cACTUS rENT,agregador_tradicional,,2024,chev,Uno,pickup,COMPACTO,MANUAL,,-1,alquiler_tradicional,"35.433,91",167820.51365608058,cien,12000,12.0,45000,Barilochee,Activo,09/08/2025,CABA,sin telefono,info@
154,FastGo,agregador_tradicional,Rentennials App,2025,FIAT,kicks,Furgon,grande,cvt,nafta,99,uber_trabajo,121748.63215123817,580684.3163907117,50,15000,5.0,"80,000",B.Aires,PENDIENTE,2025-11-17 11:08:31.739052,BS AS,+54 11 1234-5678,keko@keko
993,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,1425,123,info@
156,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,CABA,11-1234-5678,N/A
157,Rentennials,carsharing_flota_propia,Kayak App,2024,VW,cronnos,suv,economico,dsg,electrico,3,URBANO,,,50,15000,3.0,5000,Cordoba, ,30/08/2025,0000,0800-KEKO,N/A
158,  Localiza   ,  carsharing_p2p  ,,,   Hyundai,Etios    ,,,,,,,,,,,,,,ESPACIOS EN BLANCO,,XXXX,11-1234-5678,contacto@keko.com
159,Rentennials,alquiler_trabajo,Despegar Autos,2025,Citrooen,COROLA,suv,mediano,manual,diesel,0, ,,,150,35000,100.0,45mil,ROSARIO,cerró en enero 2025,2025-02-28 11:08:31.755179,1000,+54 11 1234-5678,N/A
160,Localiza,alquiler_trabajo,DESPEGAR AUTOS,2024,Kia,Kangoo,suv,premium,auto,gnc,3, ,153302.45613282276,803547.0979956037,cien,22000,3.0,14K,"Cordoba, Argentina",dato no confirmado,2025-04-27 11:08:31.758013,XXXX,+54 11 1234-5678,usuario@gmail.com
18388,FastGo,,,,,,,,ninguna,,,,,,infinito,,,,,VALORES INVALIDOS,,1425,+54 11 1234-5678,usuario@gmail.com
1887,MyKeego,CARSHARING_FLOTA_PROPIA,APLICACION,2025,TOYOTA,MOBI,camioneta, compacto,N/A,nafta,5,urbano,"29.508,22",167762.78273005175,-50,$22000 USD,1.0,125.000, ,,2025-10-01 11:08:31.761655,BS AS,sin telefono,keko@keko
163,Renttcars,agregador_tradicional,Alamo Web,2024,Renault,Voyage,moto,compacto,cvt,diesel,3,,212329.9220927849,861612.8091975087,unlimited,25000,100.0,14K, ,Expansión 2025,22/02/2025,C1425,11-1234-5678,N/A
164,Localiza,alquiler trabajo,Kayak App,2024,vw,Polo,furgon,mediano,cvt,electric,3,taxi,10030.835666720279,43163.44442333977,200,,0.5,15000,Cordoba,CERRÓ,2025-05-17 11:08:31.749744,C1000,12345678,keko@keko
165,Cactus Rent,agregador_tradicional,app,2025,toyota,Tracker,camioneta,premium,cvt,electrico,tres,personal,"161.653,50",670101.5570134614,cien,18000,24.0,14K,"Barilochee, Argentina",activo,07/10/2025,1000,sin telefono,info@
166,Bu dget,alquiler_trabajo,Rentennials App,2023,Nissan,Uno,pickup, compacto,automatica,híbrido,tres,,"16.210,48",67622.03153400576,50,15000,4.0,N/D,Bariloche,N/A,2026-01-03 11:08:31.753451,1000,+54 11 1234-5678,contacto@keko.com
167,Localiza,renta_tradicional,Avis App,2025,VW,2008,GRANDE,premium,dsg,,5,urbano,8669.240532265321,46176794.39224243,100,20000,4.0,125.000,Mendoza,Activo,2025-11-08 11:08:31.764522,,+54 11 1234-5678,keko.com
168,KINTO,carsharing_p2p,Avis App,2023,Mercedes,Etius,sedan,mediano ,AUTOMATICO,gnc,6,URBANO,16821.201063786542,91050.0267553647,unlimited,18000,,45mil,Córdoba,dato no confirmado,2025-06-07 11:08:31.762302,C1000,sin telefono,keko.com
169,Localiza,carsharing_flota_propia,Avis App,2023,Kia,onixs,hatchback,grande,dsg,electric,3,uber_trabajo,,,ILIMITADO,50000,4.0,5000,CABA,CERRÓ,30/05/2025,0000,0800-KEKO,
170,Alamo,alquiler_trabajo,APLICAC ION,,Toyoat,Versa,auto,premium,auto,electrico,cinco,URBANO,12173.903795033719,66157.83248510693,ILIMITADO,20000,2.0,125.000,Mendosa,CERRÓ,22/05/2025,XXXX,,contacto@keko.com
171,Cactus Rent,agregador_tradicional,Keko App,2025,vw,Etios,camioneta,mediano , ,,-1,urbano,171565.39513365523,995855.3660643823,100,15000,1.0,140000,Cordoba,Cerró enero 2025,04/09/2025,C1425,123,keko@keko
172,Avis,carsharing_flota_propia,KINTO Share,2025,RENAULT,Coorlla,sedan,premium,,gnc,4,tturismo,,,,50000,4.0,140000,Cordoba,,24/01/2026,0000,sin telefono,info@
173,Retnennials,alquiler_trabajo,KINTO Share,2023,Jeep,MOBI,camioneta, compacto,automatica,n/a,-1,,157523.24819109516,704694.6971918592,cien,,48.0,,"Rosario, Argentina",N/A,2025-10-08 11:08:31.757103,0000,+54 11 1234-5678,contacto@keko.com
174,hERTZ,carsharing_p2p,Hertz 24/7,2024,nissan,Bornco,camioneta, compacto,MANUAL,gnc,tres,personal,112836.78570038622,656457.0282163601,9999,50000,2.0,140000,BuenosAires,CERRÓ,2025-12-06 11:08:31.752172,,,N/A
175,Avis,renta_tradicional,FastGo App,2025-01-01,Mercedes,Uno,camion,economico,,DIESEL,4,alquiler_tradicional,"160.848,65",790190.2486353947,ilimitado,22000000,0.5,,n/a,,2025-06-16,C1425,12345678,contacto@keko.com
176,Europcar,agregador_tradicional,TripWip App,2023,Honda,Versa,PickUp,mediano,automatica,n/a,2,urbano,21167.85592639391,99059.2556398803,9999,35000,8.0,5000,B.Aires,Alianza Uber,03/07/2025,0000,11-1234-5678,N/A
177,Keko,carsharing_p2p,N/A,2025,Audi,Uno,camion, compacto, ,n/a,3,n/a,95089.9236649989,383919.56290741224,100,,5.0,,B.Aires,Activo,2025-05-08 11:08:31.745508,CABA,0800-KEKO,keko@keko
178,MyKeego,carsharing_p2p,Kayak App,2024,chev,Suburban,HATCHBACK,premium,auto,electric,-1,turismo,13168.362610063496,72768995.6417671,unlimited,$12000 USD,0.5,45mil,CABA,N/A,14/01/2026,1425,123,N/A
8454,Europcar,carsharing_p2p,FastGo App,2025,toyta,Siena,compacto,mediano,automatica,electric,3,uber_trabajo,147880.8881372197,776958066.6055553,200,22000,0.5,N/D,Barilochee,verificar,2025-02-27 11:08:31.748916,XXXX,+54 11 1234-5678,contacto@keko.com
180,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,1000,,keko@keko
181,FastGo,agregador_tradicional,app,2024,vw,MOBI,SUV, compacto,auto,electrico,6,urbano,17539.580134087544,93598.76067672428,50 km,20000,24.0,"80,000",,Cerró enero 2025,02-02-2026,C1425,sin telefono,info@
182,Cactus Rent,carsharing_p2p,app,2024,Citroe n,Fox,sedan,mediano ,N/A,híbrido,5,URBANO,-81793.4725328917,401288.5532702237,-50,30000,6.0,125.000,Mar del Plata,PENDIENTE,2025-09-18,CABA,sin telefono,N/A
183,Rentennials®,,,,Peugeot£,,,,,,,,,,,,,,,CARACTERES ESPECIALES,,C1425,0800-KEKO,usuario@gmail.com
184,KINTO,RENTA_TRADICIONAL,DeRentas Web,2024,Kia,Yaris,sedan,premium, ,híbrido,5,TURISMO,14698.86772622964,66333.80536989325,cien,25000,0.5,15000, ,activo,2025-04-27 11:08:31.758592,,12345678,info@
5578,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,XXXX,11-1234-5678,info@
3927,Hertz,renta_tradicional,Hertz 24/7,2025,Volkswagen,yaris,PickUp,economico,mecánico,diesel,6,mixto,24186.96438389128,124229.07778586174,200,12000,,45000,,cerró en enero 2025,2026-01-22 11:08:31.761252,XXXX,11-1234-5678,info@
187,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,1425,11-1234-5678,info@
188,Keko,carsharing_flota_propia,KINTO Share,,BMW,C orolla,compacto,COMPACTO,auto,gnc,,carag,,,unlimited,22000,6.0,14K,BuenosAires,activo,2026-01-18,1425,11-1234-5678,
189,Avis,renta_tradicional,APLICACION,2024,Ford,208,grande, compacto,manual,gas,2,turismo,20551.68542063695,106055.08659373138,200,15000,4.0,80000,Mendoza,Activo,10-21-2025,CABA,123,keko@keko
190,New Way,alquiler_trabajo,N/A,24,ford,MOBI,utilitario,economico, ,diesel,2,turismo,122826.19141091022,669946.4612830848,100,,48.0,140000,,N/A,05/10/2025,XXXX,11-1234-5678,
191,New Way,carsharing_p2p,KINTO Share,2025,Kia,onixs,hatchback,economico,,diesel,2,,29320.33186885537,144272.2099238733,-50,,-2.0,80000, ,,02-04-2026,0000,,keko.com
9727,Keko,alquiler_trabajo,Rentennials App,2023,Cittroen,208,mediano,mediano,,NAFTA,99, ,16417.247655895626,83693.04358106086,,$30000 USD,,140000,GBA,N/A,10/01/2026,XXXX,0800-KEKO,keko@keko
193,Localiza,agregador_tradicional,N/A,2023,nissan,onixs,auto,COMPACTO, ,hibrido,5,alquiler_tradicional,8516.118098089148,34575.73905305086,cien,12000,4.0,80000,Cordoba,CERRÓ,03/10/2025,0000,11-1234-5678,
194,Despegar,carsharing_p2p,,2024,BMW,C OROLA,Furgon,COMPACTO,,DIESEL,2,,,,ilimitado,20000,10.0,N/D,Cordoba,cerró en enero 2025,2025-11-05,CABA,123,info@
195,MyKeego,alquiler_trabajo, ,2023-01-01,Volkswagen,Yaris,hatchback,COMPACTO,auto,gnc,4,mixto,,,100,35000,-2.0,15000,,activo,2025-11-03,0000,+54 11 1234-5678,info@
196,Invernalia,agregador_tradicional,Kayak App,2024,Fiat,Siena,camioneta,COMPACTO,auto,electric,tres,personal,,,0,25000000,12.0,45mil,Córdoba,Cerró enero 2025,2025-07-06 11:08:31.762519,,sin telefono,
197,Localiza,alquiler_trabajo,Localiza Mobile,2025,Volkswagen,Tracker,PickUp,COMPACTO,,electric,,remis,,,200,$30000000 USD,6.0,N/D,B.Aires, ,17/08/2025,BS AS,0800-KEKO,N/A
198,Alamo,alquiler_trabajo,TripWip App,2024,FFord,gol,camioneta,mediano,cvt,gas,,alquiler_tradicional,"66.976,80",304421.44200198754,9999,30000,3.0,125.000,BuenosAires,cerró en enero 2025,2025-05-16 11:08:31.750324,CABA,+54 11 1234-5678,contacto@keko.com
199,Sixt,carsharing_flota_propia,app,2024,TOYOTA,PPolo,camion,economico,Mecanica,electrico,-1,uber_trabajo,,,,12000,6.0,,Bariloche,dato no confirmado,2025-08-21 11:08:31.750803,BS AS,,keko@keko
8146,Europcar,carsharing_flota_propia,Rentcars App,2024,chev,208,SUV,compacto,N/A,electrico,,,123848.1420048982,731206.432657084,-50,,48.0,,ROSARIO,,03/10/2025,,11-1234-5678,keko.com
201,TripWip,renta_tradicional, ,2024,Hyundai,COROLA,mediano, compacto,automatica,nafta,6,uber_trabajo,108528.13738400835,453665.5590835669,200,22000,100.0,15000,CABA, ,02-24-2025,0000,+54 11 1234-5678,
202,Budget,carsharing_p2p,app,2023-01-01,Peugeot,onixs,camion, compacto,N/A,n/a,99,turismo,"21.546,44",90368.74266274305,ILIMITADO,$35000 USD,-2.0,125000,ROSARIO,Alianza Uber,2025-06-21 11:08:31.753489,C1425,+54 11 1234-5678,
203,Hertz,carsharing_p2p,MyKeego App,2023,Chevrolet,Corolla,auto,premium,,nafta,4,carga,123356.85081568087,509134.5757120206,,,48.0,125000,CABA,CERRÓ,2025-09-22 11:08:31.747462,C1425,123,
204,  KINTO   ,  renta_tradicional  ,,,   vw,Uno    ,,,,,,,,,,,,,,ESPACIOS EN BLANCO,,,,contacto@keko.com
205,Rentc ars,agregador_tradicional,Rentennials App,23,toyota,Etius,furgon,mediano,,gnc,3,URBANO,29767.676088315508,149855309.9377946,0,20000,100.0,5000,Buenos Aires,Alianza Uber,04/02/2026,,sin telefono,keko.com
206,Cactus Rent,carsharing_flota_propia,Hertz 24/7,24,Mercedes,Voyage,compacto,mediano ,automatico,diesel,5,urbano,124740.62728248522,606260.334415409,unlimited,18000,12.0,15000,BS AS,Activo,2025-04-26,XXXX,11-1234-5678,
207,Europcar,agregador_tradicional,Rentennials App,,Peugeot,Versa,auto,premium,manual,NAFTA,cinco,uber_trabajo,143508.26552979465,823262.6953186301,-50,12000,1.0,15000,B.Aires,ACTIVO,2025-11-28,1000,+54 11 1234-5678,
208,Sixt,carsharing_p2p,KINTO Share,,H onda,Etius,hatchback,COMPACTO,auto,híbrido,5,mixto,"176.174,05",976133.5697041078,100,20000000,48.0,140000, ,ACTIVO,2025-05-25 11:08:31.742477,C1000,11-1234-5678,usuario@gmail.com
209,KINTO,carsharing_p2p,,2027,Toyota,Gol,,,,,7,,50000,10000,,,50,,,INCONSISTENTE,,,123,usuario@gmail.com
210,DeRentas,alquiler_trabajo,web site,2024,ford,Mobii,suv,mediano,AUTOMATICO,diesel,-1,n/a,"142.033,76",627519.6502022309,0,50000,-2.0,125.000,BS AS,dato no confirmado,27/08/2025,0000,12345678,N/A
211,Invernalia,alquiler_trabajo, ,2025,RENAULT,2008,Furgon,COMPACTO,cvt,electric,,taxi,8272.397763723542,44895.822242391536,150,25000,-2.0,80000,B.Aires,CERRÓ,2025-05-09 11:08:31.741459,C1425,123,contacto@keko.com
212,Cactus Rent,carsharing_p2p, ,25,Honda,Etios,PickUp,premium,manual,gas,4,Uber,13254.151572532819,71781.85018019384,cien,,5.0,15000,Mendosa,verificar,2025-09-21,XXXX,11-1234-5678,usuario@gmail.com
213,Hertz,alquiler_trabajo,web site,2023,toyota,oCrolla,mediano, compacto,,electrico,2,mixto,23469.805762848056,101092.54359216864,cien,,,45mil,Mendosa,cerró en enero 2025,03-20-2025,C1000,,N/A
214,MyKeego,alquiler_trabajo,web site,2024,Ford,Polo,mediano,mediano ,AUTOMATICO,gas,6,personal,20423.566442609168,109810.66179184704,200,50000,,80000,Mar del Plata,verificar,2025-03-18,0000,sin telefono,usuario@gmail.com
215,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,C1425,sin telefono,keko@keko
216,Sixt,agregador_tradicional,MyKeego App,2023,vw,Renegade,sedan,compacto,manual,n/a,,Uer,,,150,25000,8.0,, ,cerró en enero 2025,2026-01-24 11:08:31.753894,0000,,keko@keko
217,Kayak,renta_tradicional,KINTO Share,24,Volkswagen,Frontier,mediano,premium,AUTOMATICO,DIESEL,0,Uber,14873.187301321583,59946.58123896217,ilimitado,22000,5.0,125.000,B.Aires,Cerró enero 2025,01/12/2025,XXXX,11-1234-5678,
5257,Invernalia,carsharing_flota_propia,TripWip App,2024-01-01,Jeep,MOBI,auto,grande,dsg,n/a,5,urbano,,,50 km,35000,1.0,125000,BS AS,dato no confirmado,2025-05-30 11:08:31.743089,0000,12345678,N/A
219,KINTO,alquiler_trabajo,Keko App,2024,Peugeot,Polo,sedan,premium,MANUAL,híbrido,4,,"73.507,64",373186.0458386754,9999,,24.0,45mil,Córdoba,ACTIVO,2025-06-10 11:08:31.746776,BS AS,sin telefono,keko.com
220,Europcar,alquiler_trabajo,app,2023-01-01,Peugeot,Bronco,camioneta,compacto,auto,NAFTA,-1,alquiler_tradicional,114121.8448689638,481453.1291223364,unlimited,18000,10.0,125.000,Barilochee, ,2025-09-13,XXXX,123,N/A
2305,KINTO,agregador_tradicional,app,2023,Toyota,onixs,camion,mediano ,dsg,gnc,tres,taxi,16763.458993282828,88877.06561269567,200,35000,6.0,140000,B.Aires, ,11-19-2025,1000,0800-KEKO,
222,Localiza,renta_tradicional,Rentcars App,2025,chev,A rgo,camion,COMPACTO,,,cinco,remis,154059.5169860229,804154.8920864769,50,15000,100.0,125.000,GBA,Expansión 2025,2025-06-04,C1425,,keko.com
223,Sixt,alquiler_trabajo,Rentcars  App,2024,Renault,dos mil ocho,utilitario,mediano ,automatico,hibrido,5,mixto,"9.834,13",47832.2095695825,cien,25000,10.0,45000,B.Aires,dato no confirmado,2025-08-19,C1000,12345678,keko@keko
224,Europcar,renta_tradicional,Localiza Mobile,2025,FIAT,yaris,HATCHBACK, compacto, ,,5,URBANO,11438.67584861986,53110.10366154865,,$12000 USD,2.0,80000,n/a, ,2026-01-12,0000,11-1234-5678,info@
225,Despegar,CARSHARING_P2P,Avis  App,2023,Audi,cronnos,sedan,compacto,N/A,híbrido,cinco,remis,"8.561,27",48073.051928658315,50,35000,48.0,N/D,,activo,06-12-2025,C1425,,
226,Sixt,renta_tradicional,web site,2025,peugeot,Maverick,sedan, compacto,mecánico,diesel,5,urbano,14270.891416320366,70687.33421774223,,12000,-2.0,15000,Barilochee,cerró en enero 2025,2025-08-31 11:08:31.753041,CABA,123,contacto@keko.com
2692,KINTO,carsharing_flota_propia,web site,2025,nissan,Polo,mediano,mediano, ,híbrido,5,uber_trabajo,,,unlimited,22000,10.0,14K,Mar del Plata,Alianza Uber,27/03/2025,0000,sin telefono,keko.com
228,Europcar,carsharing_p2p,KINTO Share,2025,Peugeot,Palio,compacto,premium,,diesel,6,URBANO,20758.135246098045,93739.02086189257,ILIMITADO,22000,1.0,N/D, ,Expansión 2025,08/07/2025,CABA,sin telefono,usuario@gmail.com
7181,Rentennials,renta_tradicional,KINTO Share,2024-01-01,VW,gol,pickup,economico,,n/a,tres,personal,,,0,15000000,3.0,14K,Cordoba,verificar,2025-10-04,C1425,12345678,
230,Alamo,renta_tradicional,,2024,Honda,Onix,hatchback,premium,N/A,gas,tres,taxi,,,0,25000,-2.0,5000,Bariloche,CERRÓ,2025-09-15,1425,+54 11 1234-5678,N/A
231,Invernalia,carsharing_p2p,Alamo Web,2025,TOYOTA,COROLA,utilitario,mediano ,auto,gnc,-1,turismo,187467.2506072103,1080687.526909193,50,,48.0,125.000,ROSARIO,ACTIVO,09/11/2025,XXXX,sin telefono,N/A
232,Localiz a,renta_tradicional,MyKeego App,2023,RENAULT,Fo,sedan,mediano ,,electrico,4,carga,19718.603175438955,84035.88652086475,50,15000000,5.0,15000,Mendosa,,31/07/2025,C1000,123,
233,Her tz,carsharing_p2p,TripWip App,2025,Hyundai,Versa,utilitario,mediano,N/A,diesel,99,urbano,13059.807016455828,76049.65828211134,ILIMITADO,30000,0.5,125.000,B.Aires,CERRÓ,21/12/2025,CABA,12345678,N/A
234,Despegar,carsharing_flota_propia,Kayak App,2025,RENAULT,Frontier,COMPACTO,grande,automatica,electrico,5,turismo,,,,12000,0.5,140000,Cordoba,verificar,07-29-2025,1425,,
235,MyKeego,carsharing_flota_propia,Alamo Web,25,Hondda,Onix,suv,COMPACTO,automatica,DIESEL,4,urbano,75971.25591383196,390107.7272819344,200,15000,,"80,000",GBA,Activo,2025-07-05 11:08:31.750179,,123,keko@keko
236,Sixt,agregador_tradicional,Rentennials App,2023,VW,Argo,suv,grande,,diesel,2,txi,115858.34929977164,554487.0928076267,200,15000,10.0,125000,Córdoba, ,2025-10-22 11:08:31.742662,,sin telefono,keko.com
9944,Avis,renta_tradicional,,2024,TOYOTA,Cronos,PickUp,mediano,,híbrido,0,n/a,17686.463107301875,73056.3825097796,9999,,4.0,80000,GBA,activo,01-14-2026,C1425,+54 11 1234-5678,contacto@keko.com
238,New Way,alquiler_trabajo,Kayak App,2024,peugeot,UP,suv,mediano ,cvt,NAFTA,-1,remis,157114.82609112706,927435.4272131055,50,20000,2.0,"80,000",BS AS,verificar,2025-03-20,1000,123,info@
239,MyKeego,carsharing_p2p,,2019,Fiat,208,,,,,7,,100000,20000,,,25,,,INCONSISTENTE,,C1425,sin telefono,info@
240,TripWip,alquiler_trabajo,APLICACION,,Nissan,Gol,Furgon,COMPACTO,Mecanica,electrico,-1, ,14137.081222959709,56641.83773407664,ilimitado,22000,0.5,5000,Mendosa, ,12-26-2025,1000,123,
241,Alamo,alquiler_trabajo,Alamo Web,2023,TOYOTA,TRACKER,SUV,mediano , ,gas,-1,uber_trabajo,97320.70609330584,514960.6185301593,cien,35000,-2.0,80000,GBA,ACTIVO,2025-05-22 11:08:31.763872,,12345678,keko.com
242,Kayak,agregador_tradicional,TripWip App,2024,Hyundai,onixs,SUV,mediano,manual,electric,5,remis,90515.40249972216,482858.64803689416,unlimited,22000,2.0,,Bariloche,Alianza Uber,26/08/2025,0000,12345678,
243,FastGo,carsharing_flota_propia,DeeRentas Web,2025,Renault,Yaris,sedan,mediano,cvt,electrico,5,URBANO,20208.399688052592,119076.56504956949,0,25000,6.0,125.000,n/a,ACTIVO,2025-12-17,XXXX,,contacto@keko.com
244,Alamo,carsharing_p2p,Keko App,2025,nissan,ARGO,mediano, compacto,AUTOMATICO,hibrido,5,mixto,,,0,12000,,N/D,,activo,2025-04-11,C1000,sin telefono,keko.com
